id,spieltag,saison,heim,gast,tore_heim,tore_gast
2828,23,1972/73,VfB Stuttgart,Fortuna Düsseldorf,2,2
2829,23,1972/73,Wuppertaler SV,Rot Weiss Oberhausen,3,1
2830,24,1972/73,1.FC Kaiserslautern,Hamburger SV,2,2
2831,24,1972/73,VfL Bochum,VfB Stuttgart,3,1
2832,24,1972/73,Eintracht Braunschweig,Hertha BSC,2,1
2833,24,1972/73,SV Werder Bremen,Wuppertaler SV,0,1
2834,24,1972/73,Fortuna Düsseldorf,MSV Duisburg,2,1
2835,24,1972/73,1. FC Köln,Hannover 96,3,3
2836,24,1972/73,FC Bayern München,Eintracht Frankfurt,3,1
2837,24,1972/73,Rot Weiss Oberhausen,FC Schalke 04,2,1
2838,24,1972/73,Kickers Offenbach,Borussia Mönchengladbach,2,1
2839,25,1972/73,Hertha BSC,1. FC Köln,1,1
2840,25,1972/73,MSV Duisburg,VfL Bochum,0,1
2841,25,1972/73,Eintracht Frankfurt,Rot Weiss Oberhausen,2,1
2842,25,1972/73,Hamburger SV,Fortuna Düsseldorf,2,1
2843,25,1972/73,Hannover 96,1.FC Kaiserslautern,2,3
2844,25,1972/73,Borussia Mönchengladbach,FC Bayern München,0,3
2845,25,1972/73,FC Schalke 04,SV Werder Bremen,1,2
2846,25,1972/73,VfB Stuttgart,Kickers Offenbach,4,2
2847,25,1972/73,Wuppertaler SV,Eintracht Braunschweig,2,1
2848,26,1972/73,Hertha BSC,Wuppertaler SV,0,1
2849,26,1972/73,VfL Bochum,Hamburger SV,3,3
2850,26,1972/73,Eintracht Braunschweig,FC Schalke 04,1,1
2851,26,1972/73,SV Werder Bremen,Eintracht Frankfurt,2,0
2852,26,1972/73,Fortuna Düsseldorf,Hannover 96,0,1
2853,26,1972/73,1. FC Köln,1.FC Kaiserslautern,2,0
2854,26,1972/73,FC Bayern München,VfB Stuttgart,5,1
2855,26,1972/73,Rot Weiss Oberhausen,Borussia Mönchengladbach,1,3
2856,26,1972/73,Kickers Offenbach,MSV Duisburg,4,1
2857,27,1972/73,MSV Duisburg,FC Bayern München,2,0
2858,27,1972/73,Eintracht Frankfurt,Eintracht Braunschweig,1,0
2859,27,1972/73,Hamburger SV,Kickers Offenbach,1,0
2860,27,1972/73,Hannover 96,VfL Bochum,1,1
2861,27,1972/73,1.FC Kaiserslautern,Fortuna Düsseldorf,1,1
2862,27,1972/73,Borussia Mönchengladbach,SV Werder Bremen,3,1
2863,27,1972/73,FC Schalke 04,Hertha BSC,1,1
2864,27,1972/73,VfB Stuttgart,Rot Weiss Oberhausen,3,0
2865,27,1972/73,Wuppertaler SV,1. FC Köln,2,2
2866,28,1972/73,VfL Bochum,1.FC Kaiserslautern,3,0
2867,28,1972/73,Eintracht Braunschweig,Borussia Mönchengladbach,0,0
2868,28,1972/73,Kickers Offenbach,Hannover 96,2,1
2869,28,1972/73,Hertha BSC,Eintracht Frankfurt,3,1
2870,28,1972/73,SV Werder Bremen,VfB Stuttgart,0,2
2871,28,1972/73,1. FC Köln,Fortuna Düsseldorf,1,0
2872,28,1972/73,FC Bayern München,Hamburger SV,1,0
2873,28,1972/73,Rot Weiss Oberhausen,MSV Duisburg,4,0
2874,28,1972/73,Wuppertaler SV,FC Schalke 04,4,1
2875,29,1972/73,MSV Duisburg,SV Werder Bremen,1,2
2876,29,1972/73,1.FC Kaiserslautern,Kickers Offenbach,3,1
2877,29,1972/73,VfB Stuttgart,Eintracht Braunschweig,4,0
2878,29,1972/73,Hannover 96,FC Bayern München,1,3
2879,29,1972/73,Fortuna Düsseldorf,VfL Bochum,1,1
2880,29,1972/73,Eintracht Frankfurt,Wuppertaler SV,2,1
2881,29,1972/73,Hamburger SV,Rot Weiss Oberhausen,6,0
2882,29,1972/73,Borussia Mönchengladbach,Hertha BSC,2,2
2883,29,1972/73,FC Schalke 04,1. FC Köln,2,2
2884,30,1972/73,Eintracht Braunschweig,MSV Duisburg,1,1
2885,30,1972/73,1. FC Köln,VfL Bochum,2,1
2886,30,1972/73,Hertha BSC,VfB Stuttgart,5,1
2887,30,1972/73,SV Werder Bremen,Hamburger SV,1,4
2888,30,1972/73,FC Bayern München,1.FC Kaiserslautern,6,0
2889,30,1972/73,Rot Weiss Oberhausen,Hannover 96,1,0
2890,30,1972/73,Kickers Offenbach,Fortuna Düsseldorf,1,1
2891,30,1972/73,FC Schalke 04,Eintracht Frankfurt,3,2
2892,30,1972/73,Wuppertaler SV,Borussia Mönchengladbach,0,5
2893,31,1972/73,VfL Bochum,Kickers Offenbach,2,3
2894,31,1972/73,MSV Duisburg,Hertha BSC,2,1
2895,31,1972/73,Fortuna Düsseldorf,FC Bayern München,0,0
2896,31,1972/73,Eintracht Frankfurt,1. FC Köln,5,0
2897,31,1972/73,Hamburger SV,Eintracht Braunschweig,1,0
2898,31,1972/73,Hannover 96,SV Werder Bremen,2,2
2899,31,1972/73,1.FC Kaiserslautern,Rot Weiss Oberhausen,6,2
2900,31,1972/73,Borussia Mönchengladbach,FC Schalke 04,4,1
2901,31,1972/73,VfB Stuttgart,Wuppertaler SV,4,2
2902,32,1972/73,Hertha BSC,Hamburger SV,2,1
2903,32,1972/73,Eintracht Braunschweig,Hannover 96,3,2
2904,32,1972/73,SV Werder Bremen,1.FC Kaiserslautern,5,1
2905,32,1972/73,Borussia Mönchengladbach,Eintracht Frankfurt,0,2
2906,32,1972/73,FC Bayern München,VfL Bochum,5,1
2907,32,1972/73,Rot Weiss Oberhausen,Fortuna Düsseldorf,0,3
2908,32,1972/73,Kickers Offenbach,1. FC Köln,2,3
2909,32,1972/73,FC Schalke 04,VfB Stuttgart,2,0
2910,32,1972/73,Wuppertaler SV,MSV Duisburg,5,0
2911,33,1972/73,VfL Bochum,Rot Weiss Oberhausen,2,2
2912,33,1972/73,MSV Duisburg,FC Schalke 04,0,1
2913,33,1972/73,Fortuna Düsseldorf,SV Werder Bremen,2,1
2914,33,1972/73,Hamburger SV,Wuppertaler SV,2,2
2915,33,1972/73,Hannover 96,Hertha BSC,2,0
2916,33,1972/73,1.FC Kaiserslautern,Eintracht Braunschweig,3,0
2917,33,1972/73,1. FC Köln,Borussia Mönchengladbach,3,1
2918,33,1972/73,Kickers Offenbach,FC Bayern München,0,3
2919,33,1972/73,VfB Stuttgart,Eintracht Frankfurt,2,2
2920,34,1972/73,Hertha BSC,1.FC Kaiserslautern,4,1
2921,34,1972/73,Eintracht Braunschweig,Fortuna Düsseldorf,1,2
2922,34,1972/73,SV Werder Bremen,VfL Bochum,5,2
2923,34,1972/73,Eintracht Frankfurt,MSV Duisburg,1,3
2924,34,1972/73,Borussia Mönchengladbach,VfB Stuttgart,3,4
2925,34,1972/73,FC Bayern München,1. FC Köln,1,1
2926,34,1972/73,Rot Weiss Oberhausen,Kickers Offenbach,2,1
2927,34,1972/73,FC Schalke 04,Hamburger SV,2,0
2928,34,1972/73,Wuppertaler SV,Hannover 96,0,4
2929,1,1973/74,VfL Bochum,Wuppertaler SV,2,1
2930,1,1973/74,MSV Duisburg,Hannover 96,1,1
2931,1,1973/74,Hamburger SV,Hertha BSC,0,2
2932,1,1973/74,1.FC Kaiserslautern,SV Werder Bremen,2,2
2933,1,1973/74,1. FC Köln,Eintracht Frankfurt,1,1
2934,1,1973/74,Borussia Mönchengladbach,Fortuna Köln,3,1
2935,1,1973/74,FC Bayern München,Fortuna Düsseldorf,3,1
2936,1,1973/74,Kickers Offenbach,Rot Weiss Essen,1,1
2937,1,1973/74,VfB Stuttgart,FC Schalke 04,3,0
2938,2,1973/74,SV Werder Bremen,VfB Stuttgart,1,1
2939,2,1973/74,FC Schalke 04,VfL Bochum,3,1
2940,2,1973/74,Hertha BSC,Kickers Offenbach,2,2
2941,2,1973/74,Fortuna Düsseldorf,1. FC Köln,3,0
2942,2,1973/74,Rot Weiss Essen,Borussia Mönchengladbach,2,6
2943,2,1973/74,Eintracht Frankfurt,MSV Duisburg,3,0
2944,2,1973/74,Hannover 96,1.FC Kaiserslautern,4,2
2945,2,1973/74,Fortuna Köln,FC Bayern München,0,3
2946,2,1973/74,Wuppertaler SV,Hamburger SV,3,0
2947,3,1973/74,MSV Duisburg,1. FC Köln,5,1
2948,3,1973/74,1.FC Kaiserslautern,Eintracht Frankfurt,1,4
2949,3,1973/74,VfL Bochum,SV Werder Bremen,0,0
2950,3,1973/74,Hamburger SV,FC Schalke 04,5,2
2951,3,1973/74,Fortuna Köln,Fortuna Düsseldorf,1,1
2952,3,1973/74,FC Bayern München,Rot Weiss Essen,2,0
2953,3,1973/74,Kickers Offenbach,Wuppertaler SV,0,1
2954,3,1973/74,VfB Stuttgart,Hannover 96,5,1
2955,3,1973/74,Borussia Mönchengladbach,Hertha BSC,1,1
2956,4,1973/74,Hertha BSC,FC Bayern München,2,2
2957,4,1973/74,SV Werder Bremen,Hamburger SV,1,1
2958,4,1973/74,Fortuna Düsseldorf,MSV Duisburg,2,1
2959,4,1973/74,Rot Weiss Essen,Fortuna Köln,0,2
2960,4,1973/74,Eintracht Frankfurt,VfB Stuttgart,4,3
2961,4,1973/74,Hannover 96,VfL Bochum,1,2
2962,4,1973/74,1. FC Köln,1.FC Kaiserslautern,3,1
2963,4,1973/74,FC Schalke 04,Kickers Offenbach,0,2
2964,4,1973/74,Wuppertaler SV,Borussia Mönchengladbach,2,4
2965,5,1973/74,VfL Bochum,Eintracht Frankfurt,1,1
2966,5,1973/74,1.FC Kaiserslautern,MSV Duisburg,2,1
2967,5,1973/74,Kickers Offenbach,SV Werder Bremen,4,0
2968,5,1973/74,Rot Weiss Essen,Fortuna Düsseldorf,1,4
2969,5,1973/74,Hamburger SV,Hannover 96,1,4
2970,5,1973/74,Fortuna Köln,Hertha BSC,3,3
2971,5,1973/74,Borussia Mönchengladbach,FC Schalke 04,6,0
2972,5,1973/74,FC Bayern München,Wuppertaler SV,3,0
2973,5,1973/74,VfB Stuttgart,1. FC Köln,2,1
2974,6,1973/74,MSV Duisburg,VfB Stuttgart,1,0
2975,6,1973/74,Hannover 96,Kickers Offenbach,2,3
2976,6,1973/74,Hertha BSC,Rot Weiss Essen,1,1
2977,6,1973/74,SV Werder Bremen,Borussia Mönchengladbach,2,3
2978,6,1973/74,Fortuna Düsseldorf,1.FC Kaiserslautern,2,5
2979,6,1973/74,Eintracht Frankfurt,Hamburger SV,1,0
2980,6,1973/74,1. FC Köln,VfL Bochum,2,2
2981,6,1973/74,FC Schalke 04,FC Bayern München,5,5
2982,6,1973/74,Wuppertaler SV,Fortuna Köln,0,0
2983,7,1973/74,Fortuna Köln,FC Schalke 04,1,1
2984,7,1973/74,Borussia Mönchengladbach,Hannover 96,4,3
2985,7,1973/74,Hertha BSC,Fortuna Düsseldorf,2,0
2986,7,1973/74,VfL Bochum,MSV Duisburg,3,0
2987,7,1973/74,Rot Weiss Essen,Wuppertaler SV,2,1
2988,7,1973/74,Hamburger SV,1. FC Köln,3,1
2989,7,1973/74,FC Bayern München,SV Werder Bremen,2,2
2990,7,1973/74,VfB Stuttgart,1.FC Kaiserslautern,3,4
2991,7,1973/74,Kickers Offenbach,Eintracht Frankfurt,5,2
2992,8,1973/74,MSV Duisburg,Hamburger SV,0,0
2993,8,1973/74,1.FC Kaiserslautern,VfL Bochum,0,2
2994,8,1973/74,SV Werder Bremen,Fortuna Köln,2,0
2995,8,1973/74,Fortuna Düsseldorf,VfB Stuttgart,2,0
2996,8,1973/74,Eintracht Frankfurt,Borussia Mönchengladbach,1,0
2997,8,1973/74,Hannover 96,FC Bayern München,3,1
2998,8,1973/74,1. FC Köln,Kickers Offenbach,2,0
2999,8,1973/74,FC Schalke 04,Rot Weiss Essen,3,1
3000,8,1973/74,Wuppertaler SV,Hertha BSC,2,1
3001,9,1973/74,Rot Weiss Essen,SV Werder Bremen,3,1
3002,9,1973/74,Wuppertaler SV,Fortuna Düsseldorf,2,2
3003,9,1973/74,Hertha BSC,FC Schalke 04,1,0
3004,9,1973/74,VfL Bochum,VfB Stuttgart,0,0
3005,9,1973/74,Hamburger SV,1.FC Kaiserslautern,0,2
3006,9,1973/74,Fortuna Köln,Hannover 96,2,2
3007,9,1973/74,Borussia Mönchengladbach,1. FC Köln,1,1
3008,9,1973/74,FC Bayern München,Eintracht Frankfurt,2,2
3009,9,1973/74,Kickers Offenbach,MSV Duisburg,2,0
3010,10,1973/74,SV Werder Bremen,Hertha BSC,4,1
3011,10,1973/74,MSV Duisburg,Borussia Mönchengladbach,1,2
3012,10,1973/74,Fortuna Düsseldorf,VfL Bochum,1,1
3013,10,1973/74,Eintracht Frankfurt,Fortuna Köln,4,2
3014,10,1973/74,Hannover 96,Rot Weiss Essen,1,2
3015,10,1973/74,1.FC Kaiserslautern,Kickers Offenbach,3,0
3016,10,1973/74,1. FC Köln,FC Bayern München,4,3
3017,10,1973/74,FC Schalke 04,Wuppertaler SV,4,2
3018,10,1973/74,VfB Stuttgart,Hamburger SV,3,0
3019,11,1973/74,Rot Weiss Essen,Eintracht Frankfurt,6,3
3020,11,1973/74,Hertha BSC,Hannover 96,4,2
3021,11,1973/74,Hamburger SV,VfL Bochum,5,0
3022,11,1973/74,Fortuna Köln,1. FC Köln,0,2
3023,11,1973/74,Borussia Mönchengladbach,1.FC Kaiserslautern,2,2
3024,11,1973/74,FC Bayern München,MSV Duisburg,4,2
3025,11,1973/74,Kickers Offenbach,VfB Stuttgart,2,1
3026,11,1973/74,FC Schalke 04,Fortuna Düsseldorf,4,2
3027,11,1973/74,Wuppertaler SV,SV Werder Bremen,4,1
3028,12,1973/74,MSV Duisburg,Fortuna Köln,1,3
3029,12,1973/74,SV Werder Bremen,FC Schalke 04,2,1
3030,12,1973/74,Eintracht Frankfurt,Hertha BSC,2,0
3031,12,1973/74,Hannover 96,Wuppertaler SV,1,1
3032,12,1973/74,1.FC Kaiserslautern,FC Bayern München,7,4
3033,12,1973/74,1. FC Köln,Rot Weiss Essen,3,2
3034,12,1973/74,VfB Stuttgart,Borussia Mönchengladbach,6,1
3035,12,1973/74,VfL Bochum,Kickers Offenbach,4,1
3036,12,1973/74,Fortuna Düsseldorf,Hamburger SV,2,0
3037,13,1973/74,Hertha BSC,1. FC Köln,2,2
3038,13,1973/74,SV Werder Bremen,Fortuna Düsseldorf,0,0
3039,13,1973/74,Rot Weiss Essen,MSV Duisburg,4,2
3040,13,1973/74,Fortuna Köln,1.FC Kaiserslautern,3,3
3041,13,1973/74,Borussia Mönchengladbach,VfL Bochum,2,0
3042,13,1973/74,FC Bayern München,VfB Stuttgart,3,0
3043,13,1973/74,Kickers Offenbach,Hamburger SV,2,5
3044,13,1973/74,FC Schalke 04,Hannover 96,3,1
3045,13,1973/74,Wuppertaler SV,Eintracht Frankfurt,1,1
3046,14,1973/74,MSV Duisburg,Hertha BSC,1,1
3047,14,1973/74,1. FC Köln,Wuppertaler SV,0,0
3048,14,1973/74,VfL Bochum,FC Bayern München,0,1
3049,14,1973/74,Fortuna Düsseldorf,Kickers Offenbach,3,3
3050,14,1973/74,Eintracht Frankfurt,FC Schalke 04,2,1
3051,14,1973/74,Hamburger SV,Borussia Mönchengladbach,1,0
3052,14,1973/74,Hannover 96,SV Werder Bremen,0,1
3053,14,1973/74,1.FC Kaiserslautern,Rot Weiss Essen,0,0
3054,14,1973/74,VfB Stuttgart,Fortuna Köln,2,1
3055,15,1973/74,Hertha BSC,1.FC Kaiserslautern,3,1
3056,15,1973/74,SV Werder Bremen,Eintracht Frankfurt,1,2
3057,15,1973/74,Fortuna Düsseldorf,Hannover 96,2,0
3058,15,1973/74,Rot Weiss Essen,VfB Stuttgart,3,3
3059,15,1973/74,Fortuna Köln,VfL Bochum,2,2
3060,15,1973/74,FC Bayern München,Hamburger SV,4,1
3061,15,1973/74,Kickers Offenbach,Borussia Mönchengladbach,2,3
3062,15,1973/74,FC Schalke 04,1. FC Köln,2,2
3063,15,1973/74,Wuppertaler SV,MSV Duisburg,2,0
3064,16,1973/74,MSV Duisburg,FC Schalke 04,2,0
3065,16,1973/74,Eintracht Frankfurt,Hannover 96,1,1
3066,16,1973/74,VfL Bochum,Rot Weiss Essen,1,2
3067,16,1973/74,Hamburger SV,Fortuna Köln,4,0
3068,16,1973/74,1.FC Kaiserslautern,Wuppertaler SV,4,0
3069,16,1973/74,1. FC Köln,SV Werder Bremen,2,0
3070,16,1973/74,Borussia Mönchengladbach,Fortuna Düsseldorf,1,2
3071,16,1973/74,Kickers Offenbach,FC Bayern München,2,2
3072,16,1973/74,VfB Stuttgart,Hertha BSC,2,0
3073,17,1973/74,Fortuna Düsseldorf,Eintracht Frankfurt,1,0
3074,17,1973/74,Rot Weiss Essen,Hamburger SV,1,1
3075,17,1973/74,Hannover 96,1. FC Köln,1,0
3076,17,1973/74,Fortuna Köln,Kickers Offenbach,2,1
3077,17,1973/74,FC Bayern München,Borussia Mönchengladbach,4,3
3078,17,1973/74,FC Schalke 04,1.FC Kaiserslautern,3,3
3079,17,1973/74,Wuppertaler SV,VfB Stuttgart,3,4
3080,17,1973/74,Hertha BSC,VfL Bochum,4,2
3081,17,1973/74,SV Werder Bremen,MSV Duisburg,1,2
3082,18,1973/74,Hertha BSC,Hamburger SV,2,1
3083,18,1973/74,SV Werder Bremen,1.FC Kaiserslautern,3,1
3084,18,1973/74,Fortuna Düsseldorf,FC Bayern München,4,2
3085,18,1973/74,Rot Weiss Essen,Kickers Offenbach,1,2
3086,18,1973/74,Eintracht Frankfurt,1. FC Köln,2,1
3087,18,1973/74,Hannover 96,MSV Duisburg,2,2
3088,18,1973/74,Fortuna Köln,Borussia Mönchengladbach,3,5
3089,18,1973/74,FC Schalke 04,VfB Stuttgart,2,3
3090,18,1973/74,Wuppertaler SV,VfL Bochum,2,0
3091,19,1973/74,VfL Bochum,FC Schalke 04,2,5
3092,19,1973/74,MSV Duisburg,Eintracht Frankfurt,1,1
3093,19,1973/74,Hamburger SV,Wuppertaler SV,2,1
3094,19,1973/74,1.FC Kaiserslautern,Hannover 96,2,1
3095,19,1973/74,1. FC Köln,Fortuna Düsseldorf,4,2
3096,19,1973/74,Borussia Mönchengladbach,Rot Weiss Essen,2,2
3097,19,1973/74,FC Bayern München,Fortuna Köln,5,1
3098,19,1973/74,Kickers Offenbach,Hertha BSC,1,1
3099,19,1973/74,VfB Stuttgart,SV Werder Bremen,2,2
3100,20,1973/74,Hertha BSC,Borussia Mönchengladbach,3,4
3101,20,1973/74,SV Werder Bremen,VfL Bochum,1,0
3102,20,1973/74,Fortuna Düsseldorf,Fortuna Köln,5,1
3103,20,1973/74,Rot Weiss Essen,FC Bayern München,0,1
3104,20,1973/74,Eintracht Frankfurt,1.FC Kaiserslautern,3,1
3105,20,1973/74,Hannover 96,VfB Stuttgart,3,0
3106,20,1973/74,1. FC Köln,MSV Duisburg,5,1
3107,20,1973/74,FC Schalke 04,Hamburger SV,3,1
3108,20,1973/74,Wuppertaler SV,Kickers Offenbach,1,1
3109,21,1973/74,VfL Bochum,Hannover 96,3,1
3110,21,1973/74,MSV Duisburg,Fortuna Düsseldorf,0,1
3111,21,1973/74,Hamburger SV,SV Werder Bremen,3,0
3112,21,1973/74,1.FC Kaiserslautern,1. FC Köln,1,2
3113,21,1973/74,Fortuna Köln,Rot Weiss Essen,1,3
3114,21,1973/74,Borussia Mönchengladbach,Wuppertaler SV,7,1
3115,21,1973/74,FC Bayern München,Hertha BSC,3,1
3116,21,1973/74,Kickers Offenbach,FC Schalke 04,1,2
3117,21,1973/74,VfB Stuttgart,Eintracht Frankfurt,3,1
3118,22,1973/74,Hertha BSC,Fortuna Köln,1,1
3119,22,1973/74,SV Werder Bremen,Kickers Offenbach,0,2
3120,22,1973/74,MSV Duisburg,1.FC Kaiserslautern,2,1
3121,22,1973/74,Fortuna Düsseldorf,Rot Weiss Essen,3,0
3122,22,1973/74,Eintracht Frankfurt,VfL Bochum,3,1
3123,22,1973/74,Hannover 96,Hamburger SV,2,2
3124,22,1973/74,1. FC Köln,VfB Stuttgart,5,2
3125,22,1973/74,FC Schalke 04,Borussia Mönchengladbach,2,0
3126,22,1973/74,Wuppertaler SV,FC Bayern München,1,4
3127,23,1973/74,VfL Bochum,1. FC Köln,0,2
3128,23,1973/74,Hamburger SV,Eintracht Frankfurt,4,2
3129,23,1973/74,1.FC Kaiserslautern,Fortuna Düsseldorf,3,2
3130,23,1973/74,Fortuna Köln,Wuppertaler SV,2,1
3131,23,1973/74,FC Bayern München,FC Schalke 04,5,1
3132,23,1973/74,Kickers Offenbach,Hannover 96,2,1
3133,23,1973/74,VfB Stuttgart,MSV Duisburg,0,1
3134,23,1973/74,Borussia Mönchengladbach,SV Werder Bremen,3,1
3135,23,1973/74,Rot Weiss Essen,Hertha BSC,3,2
3136,24,1973/74,Wuppertaler SV,Rot Weiss Essen,2,0
3137,24,1973/74,SV Werder Bremen,FC Bayern München,1,1
3138,24,1973/74,MSV Duisburg,VfL Bochum,0,0
3139,24,1973/74,Fortuna Düsseldorf,Hertha BSC,1,1
3140,24,1973/74,Eintracht Frankfurt,Kickers Offenbach,2,2
3141,24,1973/74,Hannover 96,Borussia Mönchengladbach,0,2
3142,24,1973/74,1.FC Kaiserslautern,VfB Stuttgart,4,0
3143,24,1973/74,1. FC Köln,Hamburger SV,1,2
3144,24,1973/74,FC Schalke 04,Fortuna Köln,6,1
3145,25,1973/74,Hertha BSC,Wuppertaler SV,3,0
3146,25,1973/74,VfL Bochum,1.FC Kaiserslautern,2,2
3147,25,1973/74,Rot Weiss Essen,FC Schalke 04,2,5
3148,25,1973/74,Hamburger SV,MSV Duisburg,2,0
3149,25,1973/74,Fortuna Köln,SV Werder Bremen,1,3
3150,25,1973/74,Borussia Mönchengladbach,Eintracht Frankfurt,0,0
3151,25,1973/74,FC Bayern München,Hannover 96,5,1
3152,25,1973/74,Kickers Offenbach,1. FC Köln,1,2
3153,25,1973/74,VfB Stuttgart,Fortuna Düsseldorf,0,0
3154,26,1973/74,Fortuna Düsseldorf,Wuppertaler SV,2,0
3155,26,1973/74,SV Werder Bremen,Rot Weiss Essen,1,1
3156,26,1973/74,MSV Duisburg,Kickers Offenbach,4,0
3157,26,1973/74,Eintracht Frankfurt,FC Bayern München,1,1
3158,26,1973/74,Hannover 96,Fortuna Köln,1,1
3159,26,1973/74,1.FC Kaiserslautern,Hamburger SV,1,4
3160,26,1973/74,1. FC Köln,Borussia Mönchengladbach,0,1
3161,26,1973/74,FC Schalke 04,Hertha BSC,3,0
3162,26,1973/74,VfB Stuttgart,VfL Bochum,2,0
3163,27,1973/74,Hertha BSC,SV Werder Bremen,0,0
3164,27,1973/74,VfL Bochum,Fortuna Düsseldorf,3,3
3165,27,1973/74,Rot Weiss Essen,Hannover 96,1,1
3166,27,1973/74,Hamburger SV,VfB Stuttgart,1,0
3167,27,1973/74,Fortuna Köln,Eintracht Frankfurt,3,2
3168,27,1973/74,Borussia Mönchengladbach,MSV Duisburg,3,2
3169,27,1973/74,FC Bayern München,1. FC Köln,4,1
3170,27,1973/74,Kickers Offenbach,1.FC Kaiserslautern,2,3
3171,27,1973/74,Wuppertaler SV,FC Schalke 04,1,1
3172,28,1973/74,VfL Bochum,Hamburger SV,2,0
3173,28,1973/74,SV Werder Bremen,Wuppertaler SV,3,0
3174,28,1973/74,MSV Duisburg,FC Bayern München,0,4
3175,28,1973/74,Fortuna Düsseldorf,FC Schalke 04,0,1
3176,28,1973/74,Eintracht Frankfurt,Rot Weiss Essen,6,0
3177,28,1973/74,Hannover 96,Hertha BSC,3,1
3178,28,1973/74,1.FC Kaiserslautern,Borussia Mönchengladbach,2,4
3179,28,1973/74,1. FC Köln,Fortuna Köln,5,0
3180,28,1973/74,VfB Stuttgart,Kickers Offenbach,4,0
3181,29,1973/74,Hertha BSC,Eintracht Frankfurt,2,1
3182,29,1973/74,Rot Weiss Essen,1. FC Köln,1,1
3183,29,1973/74,Hamburger SV,Fortuna Düsseldorf,1,3
3184,29,1973/74,Fortuna Köln,MSV Duisburg,3,0
3185,29,1973/74,Borussia Mönchengladbach,VfB Stuttgart,3,1
3186,29,1973/74,FC Bayern München,1.FC Kaiserslautern,1,1
3187,29,1973/74,Kickers Offenbach,VfL Bochum,2,2
3188,29,1973/74,FC Schalke 04,SV Werder Bremen,4,2
3189,29,1973/74,Wuppertaler SV,Hannover 96,2,1
3190,30,1973/74,MSV Duisburg,Rot Weiss Essen,1,0
3191,30,1973/74,VfL Bochum,Borussia Mönchengladbach,1,1
3192,30,1973/74,Fortuna Düsseldorf,SV Werder Bremen,1,1
3193,30,1973/74,Eintracht Frankfurt,Wuppertaler SV,1,0
3194,30,1973/74,Hamburger SV,Kickers Offenbach,0,0
3195,30,1973/74,Hannover 96,FC Schalke 04,0,1
3196,30,1973/74,1.FC Kaiserslautern,Fortuna Köln,2,1
3197,30,1973/74,1. FC Köln,Hertha BSC,3,4
3198,30,1973/74,VfB Stuttgart,FC Bayern München,1,1
3199,31,1973/74,Hertha BSC,MSV Duisburg,2,4
3200,31,1973/74,FC Schalke 04,Eintracht Frankfurt,3,1
3201,31,1973/74,SV Werder Bremen,Hannover 96,3,3
3202,31,1973/74,Rot Weiss Essen,1.FC Kaiserslautern,3,3
3203,31,1973/74,Fortuna Köln,VfB Stuttgart,1,0
3204,31,1973/74,Borussia Mönchengladbach,Hamburger SV,6,1
3205,31,1973/74,FC Bayern München,VfL Bochum,4,0
3206,31,1973/74,Kickers Offenbach,Fortuna Düsseldorf,3,0
3207,31,1973/74,Wuppertaler SV,1. FC Köln,1,3
3208,32,1973/74,VfL Bochum,Fortuna Köln,2,0
3209,32,1973/74,MSV Duisburg,Wuppertaler SV,0,0
3210,32,1973/74,Eintracht Frankfurt,SV Werder Bremen,1,1
3211,32,1973/74,Hamburger SV,FC Bayern München,0,5
3212,32,1973/74,Hannover 96,Fortuna Düsseldorf,1,2
3213,32,1973/74,1.FC Kaiserslautern,Hertha BSC,3,1
3214,32,1973/74,1. FC Köln,FC Schalke 04,3,1
3215,32,1973/74,Borussia Mönchengladbach,Kickers Offenbach,5,1
3216,32,1973/74,VfB Stuttgart,Rot Weiss Essen,0,3
3217,33,1973/74,Hertha BSC,VfB Stuttgart,1,0
3218,33,1973/74,SV Werder Bremen,1. FC Köln,4,2
3219,33,1973/74,Fortuna Düsseldorf,Borussia Mönchengladbach,1,0
3220,33,1973/74,Rot Weiss Essen,VfL Bochum,2,2
3221,33,1973/74,Hannover 96,Eintracht Frankfurt,0,0
3222,33,1973/74,Fortuna Köln,Hamburger SV,3,0
3223,33,1973/74,FC Bayern München,Kickers Offenbach,1,0
3224,33,1973/74,FC Schalke 04,MSV Duisburg,0,1
3225,33,1973/74,Wuppertaler SV,1.FC Kaiserslautern,2,4
3226,34,1973/74,VfL Bochum,Hertha BSC,2,1
3227,34,1973/74,MSV Duisburg,SV Werder Bremen,3,1
3228,34,1973/74,Eintracht Frankfurt,Fortuna Düsseldorf,2,1
3229,34,1973/74,Hamburger SV,Rot Weiss Essen,2,3
3230,34,1973/74,1.FC Kaiserslautern,FC Schalke 04,4,0
3231,34,1973/74,1. FC Köln,Hannover 96,2,1
